day,season,doy,scene,sun_elevation,scene_cloud,landsat_ice,landsat_share
2020-06-01,2020,153,LC08_L1TP_082234_20200601_20200825_02_T2,9.49328837,54.35,0.0015945330296127562,0.015636074810960212
2020-06-04,2020,156,LC08_L1TP_014010_20200604_20200825_02_T1,41.59828944,1.72,5.6395217685540266e-05,0.8370806975897277
2020-06-06,2020,158,LC08_L1GT_012010_20200606_20200824_02_T2,41.80352354,100.0,,0.0
2020-06-08,2020,160,LC08_L1GT_083234_20200608_20200824_02_T2,10.31425802,63.82,1.0,0.0028529603470567495
2020-06-09,2020,161,LC08_L1GT_081234_20200609_20200824_02_T2,10.49273148,95.27,,0.0
2020-06-13,2020,165,LC08_L1TP_013010_20200613_20200823_02_T1,42.31401373,6.5,0.004100902270193539,0.9935959766491785
2020-06-15,2020,167,LC08_L1GT_011010_20200615_20200823_02_T2,42.39809624,63.4,,0.0
2020-06-17,2020,169,LC08_L1TP_082234_20200617_20200823_02_T1,10.92259124,41.49,5.6292360000900674e-05,0.31636160292918175
2020-06-22,2020,174,LC08_L1TP_012010_20200622_20200823_02_T1,42.47646788,38.83,0.0008316929339535505,0.8522230651693077
2020-06-24,2020,176,LC08_L1TP_083234_20200624_20200823_02_T1,11.0291675,40.94,8.877446846287007e-05,0.08024262629068853
2020-06-25,2020,177,LC08_L1TP_081234_20200625_20200823_02_T1,10.99959451,26.61,1.0,0.006393338106075987
2021-02-17,2021,48,LC08_L1TP_012010_20210217_20210301_02_T1,7.22538061,5.77,1.0,0.012572971317241355
2021-02-19,2021,50,LC08_L1GT_010010_20210219_20220825_02_T2,7.9339602,5.14,1.0,0.6046245739258658
2021-02-24,2021,55,LC08_L1TP_013010_20210224_20210303_02_T1,9.76617904,29.77,0.4088643740813327,0.9304996064268185
2021-02-26,2021,57,LC08_L1TP_011010_20210226_20210303_02_T1,10.51148104,29.64,0.690014780752176,0.34699976136286736
2021-03-05,2021,64,LC08_L1TP_012010_20210305_20210311_02_T1,13.19363949,11.54,0.22580645161290322,0.0002208283914076385
2021-03-07,2021,66,LC08_L1TP_010011_20210307_20210317_02_T1,15.20682728,26.62,,0.0
2021-03-12,2021,71,LC08_L1TP_013010_20210312_20210317_02_T1,15.9442858,14.72,0.26176725121212013,0.9836444520428407
2021-03-14,2021,73,LC08_L1TP_011010_20210314_20210328_02_T1,16.73343613,3.84,0.17509471137478178,0.9834058149101905
2021-03-21,2021,80,LC08_L1TP_012010_20210321_20210401_02_T1,19.51444039,39.47,1.0,0.02048717592543124
2021-03-23,2021,82,LC08_L1TP_010011_20210323_20210402_02_T1,21.55120102,61.65,,0.0
2021-03-28,2021,87,LC08_L1TP_013010_20210328_20210402_02_T1,22.27703653,1.07,0.9943083262988806,1.0
2021-03-30,2021,89,LC08_L1GT_011010_20210330_20210409_02_T2,23.05422404,100.0,,0.0
2021-04-06,2021,96,LC08_L1GT_012010_20210406_20210415_02_T2,25.74378626,100.0,,0.0
2021-04-08,2021,98,LC08_L1TP_010010_20210408_20210416_02_T1,26.49243519,29.14,1.0,0.02217544459522512
2021-04-13,2021,103,LC08_L1GT_013010_20210413_20210423_02_T2,28.33875513,92.49,,0.0
2021-04-15,2021,105,LC08_L1TP_011010_20210415_20210424_02_T1,29.05448768,12.51,0.9949803921568627,0.34059217626379734
2021-04-22,2021,112,LC08_L1TP_012010_20210422_20210430_02_T1,31.47872475,46.6,0.9767801857585139,0.002300889368537653
2021-04-24,2021,114,LC08_L1TP_010011_20210424_20210501_02_T1,33.40896947,11.39,1.0,0.4722621720218886
2021-04-29,2021,119,LC08_L1TP_013010_20210429_20210508_02_T1,33.73255178,3.91,0.023700979774828098,0.9898846349742307
2021-05-01,2021,121,LC08_L1TP_011010_20210501_20210508_02_T1,34.3387279,100.0,0.02450475945459223,0.9968051118210862
2021-05-08,2021,128,LC08_L1TP_012010_20210508_20210518_02_T1,36.33362604,8.78,0.0017522685619775602,0.3983993503371195
2021-05-10,2021,130,LC08_L1GT_083234_20210510_20210517_02_T2,5.09677665,58.71,,0.0
2021-05-11,2021,131,LC08_L1GT_081234_20210511_20210524_02_T2,5.58659742,36.38,0.9996745262548821,0.09848946256780679
2021-05-15,2021,135,LC08_L1TP_013010_20210515_20210525_02_T1,38.09125964,13.14,0.0024090537593730037,0.9979769269948462
2021-05-17,2021,137,LC08_L1TP_011010_20210517_20210525_02_T1,38.54368803,12.08,0.002703687470626442,0.6744918275686438
2021-05-19,2021,139,LC08_L1TP_082234_20210519_20210529_02_T1,7.1694782,21.41,0.013204099879491532,0.2748707975822853
2021-05-24,2021,144,LC08_L1TP_012010_20210524_20210529_02_T1,39.95646906,74.58,,0.0
2021-05-26,2021,146,LC08_L1TP_083234_20210526_20210529_02_T1,8.51199539,29.05,0.0405849732541591,0.9435106727786267
2021-05-27,2021,147,LC08_L1TP_081234_20210527_20210607_02_T1,8.84547349,56.29,,0.0
2021-05-31,2021,151,LC08_L1GT_013010_20210531_20210608_02_T2,41.0734153,99.99,,0.0
2021-06-02,2021,153,LC08_L1TP_011010_20210602_20210608_02_T1,41.33431933,0.03,0.012893793320393069,0.9963883872760105
2021-06-04,2021,155,LC08_L1TP_082234_20210604_20210614_02_T1,9.84318762,11.88,0.2788006312467123,0.060937950783762705
2021-06-09,2021,160,LC08_L1TP_012010_20210609_20210615_02_T1,42.04560998,1.4,0.006996074068527295,0.9988673640569737
2021-06-11,2021,162,LC08_L1TP_083234_20210611_20210621_02_T1,10.54880229,16.07,0.007758024165646458,0.2676582573790519
2021-06-12,2021,163,LC08_L1TP_081234_20210612_20210621_02_T1,10.69316567,37.3,0.0054221782508978075,0.5544110471183675
2021-06-16,2021,167,LC08_L1TP_013010_20210616_20210622_02_T1,42.42492818,60.74,0.0048541487093408334,0.3925580832095626
2021-06-18,2021,169,LC08_L1TP_011010_20210618_20210628_02_T1,42.47082739,0.17,0.004035175897309764,0.9991879213993397
2021-06-20,2021,171,LC08_L1TP_082234_20210620_20210628_02_T1,10.99745197,10.11,0.004432494499498982,0.9988174995814946
2021-06-25,2021,176,LC08_L1GT_012010_20210625_20210707_02_T2,42.41550774,99.68,,0.0
2021-06-27,2021,178,LC08_L1TP_010010_20210627_20210707_02_T1,42.33863379,27.8,,0.0
2021-06-28,2021,179,LC08_L1GT_081234_20210628_20210707_02_T2,10.9070195,83.79,,0.0
2022-02-14,2022,45,LC09_L1TP_010011_20220214_20230427_02_T1,7.32558419,78.41,1.0,0.013268205416023573
2022-02-19,2022,50,LC09_L1TP_013010_20220219_20230427_02_T1,7.84855067,99.95,,0.0
2022-02-20,2022,51,LC08_L1TP_012010_20220220_20220301_02_T1,8.20615367,100.0,,0.0
2022-02-21,2022,52,LC09_L1TP_011010_20220221_20230427_02_T1,8.56711961,11.09,0.9775977464874284,0.9382036678883463
2022-02-22,2022,53,LC08_L1TP_010011_20220222_20220301_02_T2,10.16082581,100.0,,0.0
2022-02-27,2022,58,LC08_L1TP_013010_20220227_20220308_02_T1,10.7976928,26.57,0.9920519722100872,0.2527452174625393
2022-02-28,2022,59,LC09_L1TP_012010_20220228_20230426_02_T1,11.17566548,16.63,0.6101415077109649,0.9750855710016705
2022-03-01,2022,60,LC08_L1TP_011010_20220301_20220308_02_T1,11.55508295,0.7,0.9150175964922402,0.9877725182628642
2022-03-02,2022,61,LC09_L1TP_010011_20220302_20230426_02_T1,13.16992349,100.0,,0.0
2022-03-07,2022,66,LC09_L1TP_013010_20220307_20230425_02_T1,13.88027223,57.25,1.0,0.5706454956350775
2022-03-08,2022,67,LC08_L1TP_012010_20220308_20220315_02_T1,14.2701988,6.15,0.8097730256987432,0.9493839956404202
2022-03-09,2022,68,LC09_L1TP_011010_20220309_20230425_02_T1,14.66132173,74.39,,0.0
2022-03-10,2022,69,LC08_L1TP_010011_20220310_20220321_02_T1,16.29068354,7.25,0.6228657528770535,0.5703705977269539
2022-03-15,2022,74,LC08_L1TP_013010_20220315_20220322_02_T1,17.03626607,45.83,1.0,0.47403307439423564
2022-03-17,2022,76,LC08_L1TP_011010_20220317_20220322_02_T1,17.82658149,0.28,0.9654510351509625,0.9998967093007932
2022-03-23,2022,82,LC09_L1TP_013010_20220323_20230424_02_T1,20.2107016,10.21,0.9914411189588298,1.0
2022-03-24,2022,83,LC08_L1TP_012010_20220324_20220330_02_T2,20.6042143,100.0,,0.0
2022-03-25,2022,84,LC09_L1TP_011010_20220325_20230424_02_T1,20.99761208,100.0,,0.0
2022-03-26,2022,85,LC08_L1TP_010011_20220326_20220330_02_T1,22.63960055,53.5,1.0,0.2230601936298583
2022-03-31,2022,90,LC08_L1TP_013010_20220331_20220406_02_T1,23.35162402,36.22,0.9960258971755483,0.9786936219774114
2022-04-01,2022,91,LC09_L1TP_012010_20220401_20230423_02_T1,23.738175,24.36,0.9998368445740624,0.17464320186920548
2022-04-02,2022,92,LC08_L1TP_011010_20220402_20220411_02_T1,24.12246571,100.0,0.9945822752304049,0.9986287269243236
2022-04-03,2022,93,LC09_L1TP_010010_20220403_20230423_02_T1,24.50598909,22.78,0.9937465238314028,0.7364448766032319
2022-04-08,2022,98,LC09_L1TP_013010_20220408_20230422_02_T1,26.40826699,26.54,0.9997064887722896,0.9829321023931387
2022-04-09,2022,99,LC08_L1TP_012010_20220409_20220419_02_T1,26.77972097,32.82,1.0,1.0
2022-04-10,2022,100,LC09_L1TP_011010_20220410_20230422_02_T1,27.14989405,42.69,1.0,0.6898180302819836
2022-04-11,2022,101,LC08_L1TP_010010_20220411_20220419_02_T1,27.51626743,21.35,1.0,0.8066967990568491
2022-04-16,2022,106,LC08_L1TP_013010_20220416_20220420_02_T1,29.32891279,0.56,0.9990953127226101,0.9999964382517514
2022-04-17,2022,107,LC09_L1TP_012010_20220417_20230421_02_T1,29.67888842,7.53,0.9998290354751389,0.9999964382517514
2022-04-18,2022,108,LC08_L1TP_011010_20220418_20220427_02_T2,30.02896369,88.65,,0.0
2022-04-19,2022,109,LC09_L1TP_010011_20220419_20230421_02_T1,31.64080022,48.64,1.0,0.37100989196015155
2022-04-24,2022,114,LC09_L1TP_013010_20220424_20230419_02_T1,32.06287783,46.93,1.0,0.011771577961326538
2022-04-25,2022,115,LC08_L1TP_012010_20220425_20220503_02_T1,32.39016804,55.57,1.0,0.07639949993054591
2022-04-26,2022,116,LC09_L1GT_011010_20220426_20230418_02_T2,32.71012893,99.97,,0.0
2022-04-27,2022,117,LC08_L1GT_010011_20220427_20220503_02_T2,34.30442171,100.0,,0.0
2022-05-02,2022,122,LC08_L1TP_013010_20220502_20220511_02_T1,34.57160608,2.25,0.9993049478350746,0.9890155684015942
2022-05-03,2022,123,LC09_L1TP_012010_20220503_20230418_02_T1,34.86338086,0.84,0.9989991095280498,0.9999608207692664
2022-05-04,2022,124,LC08_L1GT_011010_20220504_20220511_02_T2,35.15465384,41.72,1.0,0.4203254725549489
2022-05-05,2022,125,LC09_L1TP_010011_20220505_20230417_02_T1,36.71195509,1.14,0.9996625460555766,0.6366853164024133
2022-05-10,2022,130,LC09_L1TP_013010_20220510_20230417_02_T1,36.80025201,19.01,1.0,0.4038844426398253
2022-05-11,2022,131,LC08_L1TP_012010_20220511_20220519_02_T1,37.0586584,0.04,0.9999501353469156,0.9999964382517514
2022-05-12,2022,132,LC09_L1TP_011010_20220512_20230416_02_T1,37.30723715,2.6,0.9949952267643162,0.9998967093007932
2022-05-13,2022,133,LC08_L1TP_010010_20220513_20220519_02_T1,37.55577595,7.43,1.0,0.15571607167662174
2022-05-14,2022,134,LC08_L1TP_081234_20220514_20220519_02_T1,6.21696244,14.21,0.9896085545159442,0.9326437788724218
2022-05-18,2022,138,LC08_L1TP_013010_20220518_20220525_02_T1,38.71358092,30.75,1.0,0.0004131627968271947
2022-05-19,2022,139,LC09_L1TP_012010_20220519_20230416_02_T1,38.92421132,10.76,0.999892746825306,0.9962637260873127
2022-05-20,2022,140,LC08_L1TP_084234_20220520_20220524_02_T2,7.30689983,0.03,,0.0
2022-05-21,2022,141,LC09_L1TP_010010_20220521_20230415_02_T1,39.33477919,23.13,1.0,0.7704203931457717
2022-05-22,2022,142,LC09_L1TP_081234_20220522_20230415_02_T1,7.88919036,55.85,1.0,4.9864475479144185e-05
2022-05-26,2022,146,LC09_L1TP_013010_20220526_20230415_02_T1,40.26468318,14.9,0.5587996320436966,0.9950847874170557
2022-05-27,2022,147,LC08_L1TP_012010_20220527_20220603_02_T1,40.43476308,73.35,0.9998842283373408,0.39994871082522143
2022-05-28,2022,148,LC09_L1GT_084233_20220528_20230415_02_T2,7.46734332,36.35,0.9864655839133797,0.41309209530695634
2022-05-29,2022,149,LC08_L1TP_010011_20220529_20220603_02_T1,42.02301328,52.0,1.0,0.2738485688227866
2022-05-30,2022,150,LC09_L1TP_082234_20220530_20230415_02_T2,9.12965983,18.17,0.7010610155845649,0.9909638446935294
2022-06-03,2022,154,LC08_L1TP_013010_20220603_20220610_02_T1,41.43109748,65.31,0.5186284544524054,0.3479828038794562
2022-06-04,2022,155,LC09_L1TP_012010_20220604_20230414_02_T1,41.54484074,1.12,0.3023659155607415,0.7844857369791388
2022-06-05,2022,156,LC08_L1TP_011010_20220605_20220610_02_T1,41.65609753,0.02,0.3417359061539206,0.809767026047065
2022-06-06,2022,157,LC09_L1TP_010010_20220606_20230414_02_T1,41.75679429,0.03,0.6622851260936696,0.3460238423427755
2022-06-07,2022,158,LC08_L1TP_082234_20220607_20220609_02_T1,10.1392463,0.02,0.2364777440077102,0.9386880656501437
2022-06-11,2022,162,LC09_L1TP_013010_20220611_20230413_02_T1,42.17221055,65.74,,0.0
2022-06-12,2022,163,LC08_L1TP_012010_20220612_20220617_02_T1,42.23678841,91.01,,0.0
2022-06-13,2022,164,LC09_L1TP_011010_20220613_20230412_02_T1,42.29017077,81.54,0.0007704160246533128,0.004623149226566368
2022-06-14,2022,165,LC08_L1TP_083234_20220614_20220616_02_T1,10.7242325,49.39,0.00028026079004041655,0.2414651607595072
2022-06-15,2022,166,LC08_L1TP_081234_20220615_20220627_02_T1,10.83282025,0.01,0.001325943219689544,0.9992662798608068
2022-06-19,2022,170,LC08_L1TP_013010_20220619_20220630_02_T1,42.48318718,13.26,0.0018074544125773158,0.9990881924483813
2022-06-20,2022,171,LC09_L1TP_012010_20220620_20230411_02_T1,42.48802107,7.02,0.0012442777484633705,0.9990133957351627
2022-06-21,2022,172,LC08_L1TP_084234_20220621_20220701_02_T1,10.99134353,2.25,,0.0
2022-06-22,2022,173,LC09_L1GT_010010_20220622_20230411_02_T2,42.48231969,62.08,,0.0
2022-06-23,2022,174,LC09_L1GT_081234_20220623_20230410_02_T2,11.02943367,79.86,0.0007869884575026233,0.312279839436389
2022-06-27,2022,178,LC09_L1TP_013010_20220627_20230409_02_T1,42.34761761,10.12,0.00807203397397662,0.9972147128696649
2022-06-28,2022,179,LC08_L1TP_012010_20220628_20220706_02_T1,42.30344607,0.59,0.011719660276840675,0.9934891242017232
2022-06-29,2022,180,LC09_L1TP_084234_20220629_20230409_02_T1,10.92047877,0.14,,0.0
2023-02-14,2023,45,LC08_L1TP_013010_20230214_20230222_02_T1,6.01544387,4.48,0.8284971927975725,0.9801396917663066
2023-02-15,2023,46,LC09_L1TP_012010_20230215_20230310_02_T1,6.3568008,36.68,1.0,0.76810525678424
2023-02-16,2023,47,LC08_L1TP_011010_20230216_20230223_02_T2,6.70062598,73.52,1.0,0.10856564836284242
2023-02-17,2023,48,LC09_L1TP_010011_20230217_20230310_02_T1,8.27988404,20.42,0.7915642441944533,0.6064788831205276
2023-02-22,2023,53,LC09_L1GT_013010_20230222_20230308_02_T2,8.8469352,68.47,,0.0
2023-02-23,2023,54,LC08_L1TP_012010_20230223_20230301_02_T1,9.21208886,15.41,0.7020148542273503,0.9452131884414146
2023-02-24,2023,55,LC09_L1GT_011010_20230224_20230308_02_T2,9.58063031,100.0,,0.0
2023-02-25,2023,56,LC08_L1TP_010011_20230225_20230301_02_T1,11.18219584,17.75,0.8015983595783275,0.1667909007997755
2023-03-02,2023,61,LC08_L1TP_013010_20230302_20230316_02_T1,11.84844866,5.01,0.9503801388763046,0.4324069226138958
2023-03-03,2023,62,LC09_L1TP_012010_20230303_20230307_02_T1,12.23166232,3.21,0.5987653380658232,0.9352509785903312
2023-03-04,2023,63,LC08_L1TP_011010_20230304_20230316_02_T1,12.6151888,100.0,,0.0
2023-03-05,2023,64,LC09_L1TP_010011_20230305_20230307_02_T1,14.23658514,0.79,0.4979246174535674,0.6031859478041252
2023-03-10,2023,69,LC09_L1TP_013010_20230310_20230310_02_T1,14.96163228,0.13,0.2778436315079155,0.9975815729392615
2023-03-11,2023,70,LC08_L1TP_012010_20230311_20230320_02_T1,15.3530751,0.02,0.2701624841707243,0.9984826952461346
2023-03-12,2023,71,LC09_L1TP_011010_20230312_20230312_02_T1,15.74730643,0.02,0.2711216366593432,0.9986287269243236
2023-03-13,2023,72,LC08_L1TP_010011_20230313_20230321_02_T1,17.37980818,0.01,0.42075966629789663,0.6301783709835835
2023-03-18,2023,77,LC08_L1TP_013010_20230318_20230324_02_T1,18.1296503,5.87,0.4188344653735733,0.8138452277916093
2023-03-19,2023,78,LC09_L1TP_012010_20230319_20230319_02_T1,18.5261446,26.52,0.38111467994377124,0.9070846734411119
2023-03-20,2023,79,LC08_L1TP_011010_20230320_20230324_02_T1,18.92070578,19.08,0.9752213197042986,0.3902607555892734
2023-03-21,2023,80,LC09_L1TP_010010_20230321_20230321_02_T1,19.31717727,1.98,0.4037792746035474,0.47009021908313475
2023-03-26,2023,85,LC09_L1TP_013010_20230326_20230326_02_T1,21.30103447,0.02,0.9816082943577413,0.9450635950149772
2023-03-27,2023,86,LC08_L1TP_012010_20230327_20230405_02_T1,21.69211666,0.02,0.9732707556632161,0.9410316959976635
2023-03-28,2023,87,LC09_L1TP_011010_20230328_20230328_02_T1,22.08408726,100.0,0.9767779007854921,0.945879235363886
2023-03-29,2023,88,LC08_L1TP_010011_20230329_20230405_02_T1,23.7249577,0.1,0.962783458999268,0.6170066297179739
2023-04-03,2023,93,LC08_L1TP_013010_20230403_20230412_02_T1,24.41688255,0.18,0.9962599378793492,0.9999394502797754
2023-04-04,2023,94,LC09_L1TP_012010_20230404_20230404_02_T1,24.799412,10.17,0.9967404430859989,0.9998290360840715
2023-04-05,2023,95,LC08_L1TP_011010_20230405_20230412_02_T1,25.17850602,10.35,0.9970646489690648,0.999839721328817
2023-04-06,2023,96,LC09_L1TP_010011_20230406_20230406_02_T1,26.81674562,0.51,0.9752525951557094,0.6335940788550583
2023-04-11,2023,101,LC09_L1TP_013010_20230411_20230411_02_T1,27.43082739,1.42,0.621235053452206,0.9671962986312201
2023-04-12,2023,102,LC08_L1TP_012010_20230412_20230421_02_T1,27.79529841,2.86,0.6201523585612373,0.9271480013249703
2023-04-13,2023,103,LC09_L1TP_011010_20230413_20230413_02_T1,28.15923954,1.22,0.989099933901201,0.8567749794309039
2023-04-14,2023,104,LC08_L1TP_010010_20230414_20230428_02_T1,28.51883922,0.07,0.8110502548643789,0.6002293765872041
2023-04-19,2023,109,LC08_L1GT_013010_20230419_20230429_02_T2,30.2925683,99.96,,0.0
2023-04-20,2023,110,LC09_L1TP_012010_20230420_20230420_02_T1,30.63662154,0.23,0.9969387464184403,0.9994408055249839
2023-04-22,2023,112,LC09_L1TP_010010_20230422_20230422_02_T1,31.31372922,24.98,1.0,0.7041968079612196
2023-04-27,2023,117,LC09_L1TP_013010_20230427_20230427_02_T1,32.95634619,11.38,0.9717858633807244,0.7593326708481591
2023-04-28,2023,118,LC08_L1TP_012010_20230428_20230508_02_T1,33.27066494,0.16,0.9477866777524553,0.9595848426241537
2023-04-29,2023,119,LC09_L1TP_011010_20230429_20230429_02_T1,33.58259916,0.01,0.8740635403821014,0.9617895647899816
2023-04-30,2023,120,LC08_L1TP_010011_20230430_20230509_02_T1,35.16132614,0.01,0.18264170875837707,0.6640899045881857
2023-05-05,2023,125,LC08_L1TP_013010_20230505_20230509_02_T1,35.37093296,54.01,1.0,0.5062989517774905
2023-05-06,2023,126,LC09_L1TP_012010_20230506_20230506_02_T1,35.65280283,76.88,,0.0
2023-05-07,2023,127,LC08_L1TP_011010_20230507_20230517_02_T1,35.92822919,63.11,,0.0
2023-05-08,2023,128,LC09_L1GT_010011_20230508_20230508_02_T2,37.47600571,68.57,,0.0
2023-05-09,2023,129,LC09_L1GT_081234_20230509_20230510_02_T2,4.92311056,15.63,1.0,0.011497323346191244
2023-05-13,2023,133,LC09_L1TP_013010_20230513_20230513_02_T2,37.49627936,66.38,,0.0
2023-05-14,2023,134,LC08_L1TP_012010_20230514_20230523_02_T1,37.73777931,70.54,,0.0
2023-05-15,2023,135,LC09_L1TP_011010_20230515_20230515_02_T1,37.97516807,0.69,0.06090816978437173,0.8752889468266604
2023-05-16,2023,136,LC08_L1TP_010011_20230516_20230523_02_T1,39.4798558,12.69,0.05437220099563996,0.6667558229268977
2023-05-17,2023,137,LC09_L1TP_082234_20230517_20230517_02_T1,6.59401332,10.23,0.03718960608354056,0.9882782865141526
2023-05-21,2023,141,LC08_L1GT_013010_20230521_20230602_02_T2,39.29061662,95.02,,0.0
2023-05-22,2023,142,LC09_L1TP_012010_20230522_20230522_02_T1,39.48770685,3.82,0.006320501342882721,0.9946181983965009
2023-05-23,2023,143,LC08_L1TP_084233_20230523_20230602_02_T2,6.55315885,8.74,0.009864979810521993,0.43902323864465564
2023-05-24,2023,144,LC09_L1TP_010010_20230524_20230524_02_T1,39.86568483,8.55,,0.0
2023-05-25,2023,145,LC09_L1TP_081234_20230525_20230526_02_T2,8.39705506,23.91,0.10546271844379988,0.9872738735080727
2023-05-29,2023,149,LC09_L1TP_013010_20230529_20230601_02_T1,40.71138584,25.22,0.06862387381065986,0.8883106984232141
2023-05-30,2023,150,LC08_L1GT_012010_20230530_20230607_02_T2,40.86285842,97.62,,0.0
2023-05-31,2023,151,LC09_L1GT_011010_20230531_20230531_02_T2,41.00385074,98.66,,0.0
2023-06-01,2023,152,LC08_L1GT_010010_20230601_20230607_02_T2,41.14282309,78.38,0.0,1.4246992994041195e-05
2023-06-02,2023,153,LC09_L1GT_082234_20230602_20230602_02_T2,9.50229729,79.35,,0.0
2023-06-06,2023,157,LC08_L1TP_013010_20230606_20230613_02_T1,41.7333146,80.16,,0.0
2023-06-07,2023,158,LC09_L1TP_012010_20230607_20230607_02_T1,41.82785526,92.11,,0.0
2023-06-08,2023,159,LC08_L1TP_011010_20230608_20230614_02_T1,41.92169663,30.35,0.0,0.0035118837730311546
2023-06-09,2023,160,LC09_L1TP_010010_20230609_20230610_02_T1,42.00296674,0.43,0.03477233958798058,0.5971698348417337
2023-06-10,2023,161,LC09_L1GT_081234_20230610_20230611_02_T2,10.49773627,63.85,0.994756616159531,0.08626910432716794
2023-06-14,2023,165,LC09_L1TP_013010_20230614_20230615_02_T1,42.32434408,42.47,0.021688264938804897,0.03957814653744644
2023-06-15,2023,166,LC08_L1TP_012010_20230615_20230622_02_T1,42.37192181,21.7,0.004234867270189244,0.604717179380327
2023-06-16,2023,167,LC09_L1GT_084233_20230616_20230616_02_T2,9.52391137,55.31,,0.0
2023-06-17,2023,168,LC08_L1GT_010010_20230617_20230623_02_T2,42.43881718,55.8,0.0024957572127383447,0.107034096615983
2023-06-18,2023,169,LC08_L1TP_081234_20230618_20230623_02_T1,10.98201002,40.25,0.006565591582318293,0.9965486659471935
2023-06-22,2023,173,LC08_L1TP_013010_20230622_20230630_02_T1,42.48470173,86.42,0.014974922378791498,0.14913039916512622
2023-06-23,2023,174,LC09_L1TP_012010_20230623_20230623_02_T1,42.47178636,63.92,0.0042401763762945,0.7576800196608503
2023-06-24,2023,175,LC08_L1TP_084233_20230624_20230630_02_T2,9.70636832,49.52,0.00992231527660153,0.4105307888433902
2023-06-25,2023,176,LC09_L1TP_010010_20230625_20230625_02_T1,42.42824519,6.32,1.0,2.4932237739572093e-05
2023-06-26,2023,177,LC08_L1TP_082234_20230626_20230630_02_T2,11.02870119,1.79,0.012587583509858237,0.26230138801329245
2024-02-17,2024,48,LC08_L1TP_013010_20240217_20240223_02_T2,6.96912183,57.55,,0.0
2024-02-18,2024,49,LC09_L1TP_012010_20240218_20240218_02_T1,7.32068956,55.71,0.5699279380291603,0.8703951047332072
2024-02-19,2024,50,LC08_L1TP_011010_20240219_20240228_02_T1,7.67288343,56.62,1.0,0.0008476960831454511
2024-02-20,2024,51,LC09_L1TP_010011_20240220_20240220_02_T1,9.26066595,0.08,0.6971209087029316,0.5342535428651607
2024-02-25,2024,56,LC09_L1GT_013010_20240225_20240225_02_T2,9.86568707,54.28,,0.0
2024-02-26,2024,57,LC08_L1TP_012010_20240226_20240313_02_T1,10.23678337,33.54,0.7893063294934906,0.5701504126285346
2024-02-27,2024,58,LC09_L1TP_011010_20240227_20240227_02_T1,10.61199327,41.12,0.9807038270146422,0.6964321967794672
2024-02-28,2024,59,LC08_L1TP_010011_20240228_20240313_02_T1,12.2193028,7.05,0.8070595672941837,0.6242107478602498
2024-03-04,2024,64,LC08_L1TP_013010_20240304_20240315_02_T1,12.91049614,16.66,0.7641541038525963,0.03189545556540973
2024-03-05,2024,65,LC09_L1TP_012010_20240305_20240305_02_T1,13.29879851,59.07,,0.0
2024-03-06,2024,66,LC08_L1GT_011010_20240306_20240315_02_T2,13.68592676,71.72,,0.0
2024-03-07,2024,67,LC09_L1TP_010010_20240307_20240307_02_T1,14.07649186,90.79,,0.0
2024-03-12,2024,72,LC09_L1TP_013010_20240312_20240312_02_T1,16.05177404,0.78,0.9959956173066422,0.9979769269948462
2024-03-13,2024,73,LC08_L1TP_012010_20240313_20240401_02_T1,16.44508842,0.39,0.9843385466940692,0.999971506014012
2024-03-14,2024,74,LC09_L1TP_011010_20240314_20240315_02_T1,16.84128776,75.4,1.0,0.04172944247954666
2024-03-15,2024,75,LC08_L1TP_010011_20240315_20240401_02_T1,18.47631559,0.21,1.0,0.022563841728637575
2024-03-20,2024,80,LC08_L1TP_013010_20240320_20240402_02_T1,19.22625157,15.74,1.0,0.4662755867089802
2024-03-21,2024,81,LC09_L1TP_012010_20240321_20240321_02_T1,19.62222163,0.29,0.9909921140927644,0.9999750677622604
2024-03-22,2024,82,LC08_L1TP_011010_20240322_20240403_02_T1,20.01578353,0.01,0.9918791561445938,0.999992876503503
2024-03-23,2024,83,LC09_L1TP_010011_20240323_20240323_02_T1,21.65887493,0.05,0.962837241243991,0.6704039217061878
2024-03-28,2024,88,LC09_L1TP_013010_20240328_20240328_02_T1,22.38318823,0.76,0.9944115373792995,0.999985753007006
2024-03-29,2024,89,LC08_L1TP_012010_20240329_20240410_02_T1,22.77103964,0.02,0.9950846648667516,0.9999750677622604
2024-03-30,2024,90,LC09_L1TP_011010_20240330_20240330_02_T1,23.16006491,0.03,1.0,1.0
2024-03-31,2024,91,LC08_L1TP_010010_20240331_20240410_02_T1,23.54554994,19.67,1.0,0.0022830806272951015
2024-04-05,2024,96,LC08_L1TP_013010_20240405_20240412_02_T1,25.46936387,13.72,0.9999962973111073,0.9619355964681704
2024-04-06,2024,97,LC09_L1TP_012010_20240406_20240406_02_T1,25.84733331,21.1,1.0,0.4065664390709536
2024-04-07,2024,98,LC08_L1TP_011010_20240407_20240418_02_T1,26.22115103,0.01,1.0,1.0
2024-04-08,2024,99,LC09_L1TP_010011_20240408_20240408_02_T1,27.85644226,4.68,1.0,0.5396818436929984
2024-04-13,2024,104,LC09_L1TP_013010_20240413_20240413_02_T1,28.43834522,4.26,0.9993054590915404,1.0
2024-04-14,2024,105,LC08_L1TP_012010_20240414_20240423_02_T1,28.79592486,16.85,0.9990596917641108,0.999992876503503
