id,datetime,platform,sun_elevation,cloud,day,doy,hour,month
LC09_L1TP_013010_20250416_20250416_02_T1,2025-04-16 15:24:47.576700+00:00,LANDSAT_9,29.42278943,99.95,2025-04-16,106,15,4
LC09_L1GT_010011_20250411_20250411_02_T2,2025-04-11 15:06:40.388352+00:00,LANDSAT_9,28.87905731,88.86,2025-04-11,101,15,4
LC09_L1TP_010010_20250411_20250411_02_T1,2025-04-11 15:06:16.531224+00:00,LANDSAT_9,27.61625246,75.5,2025-04-11,101,15,4
LC08_L1TP_011010_20250410_20250416_02_T1,2025-04-10 15:12:09.768965+00:00,LANDSAT_8,27.24888912,41.74,2025-04-10,100,15,4
LC09_L1TP_012010_20250409_20250410_02_T1,2025-04-09 15:18:37.910566+00:00,LANDSAT_9,26.88092319,12.46,2025-04-09,99,15,4
LC08_L1TP_013010_20250408_20250416_02_T1,2025-04-08 15:24:32.591512+00:00,LANDSAT_8,26.50913336,39.76,2025-04-08,98,15,4
LC08_L1TP_010011_20250403_20250411_02_T1,2025-04-03 15:06:27.121205+00:00,LANDSAT_8,25.86625264,6.84,2025-04-03,93,15,4
LC08_L1TP_010010_20250403_20250411_02_T1,2025-04-03 15:06:03.251346+00:00,LANDSAT_8,24.6099564,32.94,2025-04-03,93,15,4
LC09_L1TP_011010_20250402_20250402_02_T1,2025-04-02 15:12:22.187031+00:00,LANDSAT_9,24.22823415,0.75,2025-04-02,92,15,4
LC08_L1TP_012010_20250401_20250411_02_T1,2025-04-01 15:18:25.188607+00:00,LANDSAT_8,23.84290579,26.25,2025-04-01,91,15,4
LC09_L1TP_013010_20250331_20250331_02_T1,2025-03-31 15:24:45.786056+00:00,LANDSAT_9,23.4581257,13.21,2025-03-31,90,15,3
LC09_L1TP_010011_20250326_20250326_02_T1,2025-03-26 15:06:40.245548+00:00,LANDSAT_9,22.74804202,29.29,2025-03-26,85,15,3
LC09_L1TP_010010_20250326_20250326_02_T1,2025-03-26 15:06:16.375713+00:00,LANDSAT_9,21.49754904,40.31,2025-03-26,85,15,3
LC08_L1TP_011010_20250325_20250401_02_T1,2025-03-25 15:12:15.007014+00:00,LANDSAT_8,21.10440951,33.54,2025-03-25,84,15,3
LC09_L1TP_012010_20250324_20250324_02_T1,2025-03-24 15:18:38.161721+00:00,LANDSAT_9,20.71230197,7.75,2025-03-24,83,15,3
LC08_L1TP_013010_20250323_20250331_02_T1,2025-03-23 15:24:37.380604+00:00,LANDSAT_8,20.31763452,9.94,2025-03-23,82,15,3
LC08_L1TP_010011_20250318_20250327_02_T1,2025-03-18 15:06:29.877231+00:00,LANDSAT_8,19.57242422,42.47,2025-03-18,77,15,3
LC08_L1TP_010010_20250318_20250327_02_T1,2025-03-18 15:06:06.007370+00:00,LANDSAT_8,18.32924093,83.16,2025-03-18,77,15,3
LC09_L1TP_011010_20250317_20250317_02_T1,2025-03-17 15:12:31.388934+00:00,LANDSAT_9,17.93480419,4.37,2025-03-17,76,15,3
LC08_L1TP_012010_20250316_20250327_02_T1,2025-03-16 15:18:30.630299+00:00,LANDSAT_8,17.53849726,94.91,2025-03-16,75,15,3
LC09_L1TP_013010_20250315_20250315_02_T1,2025-03-15 15:24:55.712368+00:00,LANDSAT_9,17.14409943,3.89,2025-03-15,74,15,3
LC09_L1TP_010011_20250310_20250310_02_T1,2025-03-10 15:06:51.104095+00:00,LANDSAT_9,16.39878659,100.0,2025-03-10,69,15,3
LC09_L1TP_010010_20250310_20250310_02_T1,2025-03-10 15:06:27.234261+00:00,LANDSAT_9,15.16081116,100.0,2025-03-10,69,15,3
LC08_L1TP_011010_20250309_20250324_02_T1,2025-03-09 15:12:25.506662+00:00,LANDSAT_8,14.76796445,84.47,2025-03-09,68,15,3
LC09_L1TP_012010_20250308_20250308_02_T1,2025-03-08 15:18:49.579564+00:00,LANDSAT_9,14.3776002,2.51,2025-03-08,67,15,3
LC08_L1TP_013010_20250307_20250312_02_T1,2025-03-07 15:24:47.668535+00:00,LANDSAT_8,13.98669109,6.23,2025-03-07,66,15,3
LC08_L1GT_010011_20250302_20250311_02_T2,2025-03-02 15:06:38.839481+00:00,LANDSAT_8,13.27396549,100.0,2025-03-02,61,15,3
LC08_L1GT_010010_20250302_20250311_02_T2,2025-03-02 15:06:14.965384+00:00,LANDSAT_8,12.04093608,99.91,2025-03-02,61,15,3
LC09_L1TP_011010_20250301_20250301_02_T1,2025-03-01 15:12:38.105377+00:00,LANDSAT_9,11.65989049,20.35,2025-03-01,60,15,3
LC08_L1TP_012010_20250228_20250304_02_T1,2025-02-28 15:18:35.915683+00:00,LANDSAT_8,11.27932324,89.0,2025-02-28,59,15,2
LC09_L1TP_013010_20250227_20250227_02_T1,2025-02-27 15:24:58.819847+00:00,LANDSAT_9,10.90176822,9.26,2025-02-27,58,15,2
LC09_L1TP_010011_20250222_20250222_02_T1,2025-02-22 15:06:56.283035+00:00,LANDSAT_9,10.26120366,76.54,2025-02-22,53,15,2
LC09_L1GT_010010_20250222_20250222_02_T2,2025-02-22 15:06:32.417436+00:00,LANDSAT_9,9.03088239,100.0,2025-02-22,53,15,2
LC08_L1GT_011010_20250221_20250303_02_T2,2025-02-21 15:12:30.410522+00:00,LANDSAT_8,8.66552885,48.57,2025-02-21,52,15,2
LC09_L1TP_012010_20250220_20250220_02_T1,2025-02-20 15:18:55.478655+00:00,LANDSAT_9,8.30491087,0.26,2025-02-20,51,15,2
LC08_L1TP_013010_20250219_20250226_02_T1,2025-02-19 15:24:53.737273+00:00,LANDSAT_8,7.94554341,0.43,2025-02-19,50,15,2
LC08_L1TP_010011_20250214_20250226_02_T1,2025-02-14 15:06:47.106647+00:00,LANDSAT_8,7.4171282,98.76,2025-02-14,45,15,2
LC08_L1GT_010010_20250214_20250226_02_T2,2025-02-14 15:06:23.228315+00:00,LANDSAT_8,6.1873941,100.0,2025-02-14,45,15,2
LC08_L1TP_081234_20260626_20260707_02_T2,2026-06-26 23:53:52.275542+00:00,LANDSAT_8,11.02115206,39.16,2026-06-26,177,23,6
LC09_L1TP_082234_20260626_20260626_02_T1,2026-06-26 00:00:10.531436+00:00,LANDSAT_9,11.02305061,43.54,2026-06-26,177,0,6
LC08_L1TP_010011_20260625_20260707_02_T1,2026-06-25 15:06:06.658131+00:00,LANDSAT_8,43.66972005,86.06,2026-06-25,176,15,6
LC08_L1GT_010010_20260625_20260707_02_T2,2026-06-25 15:05:42.767090+00:00,LANDSAT_8,42.42012281,82.3,2026-06-25,176,15,6
LC08_L1TP_083234_20260625_20260706_02_T1,2026-06-25 00:06:12.546177+00:00,LANDSAT_8,11.05818727,17.64,2026-06-25,176,0,6
LC09_L1TP_011010_20260624_20260624_02_T1,2026-06-24 15:12:01.396592+00:00,LANDSAT_9,42.44679188,1.6,2026-06-24,175,15,6
LC09_L1TP_084234_20260624_20260624_02_T1,2026-06-24 00:12:31.020383+00:00,LANDSAT_9,11.04650099,60.39,2026-06-24,175,0,6
LC09_L1TP_084233_20260624_20260624_02_T1,2026-06-24 00:12:07.133603+00:00,LANDSAT_9,9.70502602,28.2,2026-06-24,175,0,6
LC08_L1TP_012010_20260623_20260706_02_T1,2026-06-23 15:18:02.923384+00:00,LANDSAT_8,42.46729377,72.81,2026-06-23,174,15,6
LC09_L1TP_013010_20260622_20260622_02_T1,2026-06-22 15:24:21.783885+00:00,LANDSAT_9,42.48069812,66.79,2026-06-22,173,15,6
LC09_L1TP_081234_20260618_20260619_02_T2,2026-06-18 23:53:55.037948+00:00,LANDSAT_9,10.98786881,14.35,2026-06-18,169,23,6
LC08_L1GT_082234_20260617_20260627_02_T2,2026-06-17 23:59:55.714906+00:00,LANDSAT_8,10.97689705,96.73,2026-06-17,168,23,6
LC09_L1TP_010011_20260617_20260617_02_T1,2026-06-17 15:06:09.438274+00:00,LANDSAT_9,43.70058218,16.71,2026-06-17,168,15,6
LC09_L1TP_010010_20260617_20260617_02_T1,2026-06-17 15:05:45.551495+00:00,LANDSAT_9,42.44413055,22.02,2026-06-17,168,15,6
LC09_L1TP_083234_20260617_20260617_02_T1,2026-06-17 00:06:15.035494+00:00,LANDSAT_9,10.91883992,4.38,2026-06-17,168,0,6
LC08_L1TP_011010_20260616_20260626_02_T1,2026-06-16 15:11:45.774298+00:00,LANDSAT_8,42.4162155,14.01,2026-06-16,167,15,6
LC08_L1TP_084234_20260616_20260626_02_T1,2026-06-16 00:12:15.349965+00:00,LANDSAT_8,10.89501625,0.78,2026-06-16,167,0,6
LC08_L1TP_084233_20260616_20260626_02_T1,2026-06-16 00:11:51.450452+00:00,LANDSAT_8,9.54980293,0.45,2026-06-16,167,0,6
LC09_L1TP_012010_20260615_20260615_02_T1,2026-06-15 15:18:05.460085+00:00,LANDSAT_9,42.38160963,1.26,2026-06-15,166,15,6
LC08_L1TP_013010_20260614_20260619_02_T1,2026-06-14 15:24:05.316106+00:00,LANDSAT_8,42.33984237,36.96,2026-06-14,165,15,6
LC09_L1TP_014010_20260613_20260613_02_T1,2026-06-13 15:30:25.211955+00:00,LANDSAT_9,42.29151071,29.27,2026-06-13,164,15,6
LC08_L1TP_081234_20260610_20260618_02_T1,2026-06-10 23:53:37.201980+00:00,LANDSAT_8,10.57321833,5.03,2026-06-10,161,23,6
LC09_L1TP_082234_20260609_20260610_02_T2,2026-06-09 23:59:58.754034+00:00,LANDSAT_9,10.46924532,20.06,2026-06-09,160,23,6
LC08_L1TP_010011_20260609_20260613_02_T1,2026-06-09 15:05:52.601033+00:00,LANDSAT_8,43.28976357,39.7,2026-06-09,160,15,6
LC08_L1TP_010010_20260609_20260613_02_T2,2026-06-09 15:05:28.709993+00:00,LANDSAT_8,42.02711833,13.51,2026-06-09,160,15,6
LC08_L1GT_083234_20260609_20260613_02_T2,2026-06-09 00:05:59.018507+00:00,LANDSAT_8,10.40043282,85.86,2026-06-09,160,0,6
LC09_L1TP_011010_20260608_20260608_02_T1,2026-06-08 15:11:49.886058+00:00,LANDSAT_9,41.94468651,74.55,2026-06-08,159,15,6
LC09_L1GT_084234_20260608_20260608_02_T2,2026-06-08 00:12:19.649624+00:00,LANDSAT_9,10.2841547,65.5,2026-06-08,159,0,6
LC09_L1GT_084233_20260608_20260608_02_T2,2026-06-08 00:11:55.767082+00:00,LANDSAT_9,8.93756551,53.09,2026-06-08,159,0,6
LC08_L1TP_012010_20260607_20260613_02_T1,2026-06-07 15:17:50.568975+00:00,LANDSAT_8,41.85539109,20.74,2026-06-07,158,15,6
LC09_L1TP_013010_20260606_20260606_02_T1,2026-06-06 15:24:10.692655+00:00,LANDSAT_9,41.75955276,16.67,2026-06-06,157,15,6
LC08_L1TP_014010_20260605_20260613_02_T1,2026-06-05 15:30:12.258414+00:00,LANDSAT_8,41.65702197,5.01,2026-06-05,156,15,6
LC09_L1GT_081234_20260602_20260603_02_T2,2026-06-02 23:53:46.581383+00:00,LANDSAT_9,9.6777699,79.89,2026-06-02,153,23,6
LC08_L1GT_082234_20260601_20260612_02_T2,2026-06-01 23:59:47.969606+00:00,LANDSAT_8,9.60236373,54.19,2026-06-01,152,23,6
LC09_L1TP_010011_20260601_20260601_02_T1,2026-06-01 15:06:03.586836+00:00,LANDSAT_9,42.44261178,90.08,2026-06-01,152,15,6
LC09_L1GT_010010_20260601_20260601_02_T2,2026-06-01 15:05:39.725472+00:00,LANDSAT_9,41.17567719,66.31,2026-06-01,152,15,6
LC09_L1TP_083234_20260601_20260601_02_T1,2026-06-01 00:06:09.493246+00:00,LANDSAT_9,9.40700018,13.3,2026-06-01,152,0,6
LC08_L1TP_011010_20260531_20260605_02_T1,2026-05-31 15:11:39.032914+00:00,LANDSAT_8,41.04230282,14.76,2026-05-31,151,15,5
LC08_L1TP_084234_20260531_20260604_02_T1,2026-05-31 00:12:09.078810+00:00,LANDSAT_8,9.32233005,14.18,2026-05-31,151,0,5
LC08_L1TP_084233_20260531_20260604_02_T1,2026-05-31 00:11:45.187770+00:00,LANDSAT_8,7.97525237,8.37,2026-05-31,151,0,5
LC09_L1TP_012010_20260530_20260530_02_T1,2026-05-30 15:18:02.497475+00:00,LANDSAT_9,40.89964046,0.18,2026-05-30,150,15,5
LC08_L1TP_013010_20260529_20260604_02_T1,2026-05-29 15:23:59.998147+00:00,LANDSAT_8,40.75325229,0.07,2026-05-29,149,15,5
LC08_L1TP_081234_20260525_20260604_02_T2,2026-05-25 23:53:36.633072+00:00,LANDSAT_8,8.47814739,75.99,2026-05-25,145,23,5
LC09_L1GT_082234_20260525_20260525_02_T2,2026-05-25 00:00:01.285144+00:00,LANDSAT_9,8.27405681,66.0,2026-05-25,145,0,5
LC08_L1GT_010011_20260524_20260603_02_T2,2026-05-24 15:05:53.116740+00:00,LANDSAT_8,41.1847733,99.33,2026-05-24,144,15,5
LC08_L1GT_010010_20260524_20260603_02_T2,2026-05-24 15:05:29.251116+00:00,LANDSAT_8,39.914084,100.0,2026-05-24,144,15,5
LC08_L1TP_083234_20260524_20260529_02_T2,2026-05-24 00:05:58.970847+00:00,LANDSAT_8,8.11734575,51.59,2026-05-24,144,0,5
LC09_L1TP_011010_20260523_20260523_02_T1,2026-05-23 15:11:53.747198+00:00,LANDSAT_9,39.73033438,4.37,2026-05-23,143,15,5
LC09_L1GT_084234_20260523_20260523_02_T2,2026-05-23 00:12:23.193048+00:00,LANDSAT_9,7.90276922,29.38,2026-05-23,143,0,5
LC09_L1TP_084233_20260523_20260523_02_T1,2026-05-23 00:11:59.331684+00:00,LANDSAT_9,6.55812318,7.18,2026-05-23,143,0,5
LC08_L1TP_012010_20260522_20260529_02_T1,2026-05-22 15:17:51.512614+00:00,LANDSAT_8,39.53936086,29.52,2026-05-22,142,15,5
LC09_L1TP_013010_20260521_20260521_02_T1,2026-05-21 15:24:15.574658+00:00,LANDSAT_9,39.34343641,67.05,2026-05-21,141,15,5
LC09_L1TP_081234_20260517_20260518_02_T2,2026-05-17 23:53:54.962370+00:00,LANDSAT_9,6.87936489,21.23,2026-05-17,137,23,5
LC08_L1GT_082234_20260516_20260521_02_T2,2026-05-16 23:59:49.566057+00:00,LANDSAT_8,6.68745671,80.91,2026-05-16,136,23,5
LC09_L1TP_010011_20260516_20260516_02_T1,2026-05-16 15:06:12.848915+00:00,LANDSAT_9,39.54297974,50.06,2026-05-16,136,15,5
LC09_L1TP_010010_20260516_20260516_02_T1,2026-05-16 15:05:48.991788+00:00,LANDSAT_9,38.26896411,13.18,2026-05-16,136,15,5
LC09_L1GT_083234_20260516_20260516_02_T2,2026-05-16 00:06:19.183200+00:00,LANDSAT_9,6.43868996,40.69,2026-05-16,136,0,5
LC08_L1TP_011010_20260515_20260520_02_T1,2026-05-15 15:11:41.773226+00:00,LANDSAT_8,38.03827028,52.32,2026-05-15,135,15,5
LC08_L1TP_084234_20260515_20260520_02_T2,2026-05-15 00:12:11.302335+00:00,LANDSAT_8,6.23726374,2.76,2026-05-15,135,0,5
LC08_L1TP_084233_20260515_20260520_02_T1,2026-05-15 00:11:47.432474+00:00,LANDSAT_8,4.89598111,4.24,2026-05-15,135,0,5
LC09_L1TP_012010_20260514_20260514_02_T1,2026-05-14 15:18:13.127916+00:00,LANDSAT_9,37.80346506,8.24,2026-05-14,134,15,5
LC08_L1TP_013010_20260513_20260520_02_T1,2026-05-13 15:24:04.026251+00:00,LANDSAT_8,37.56207399,75.9,2026-05-13,133,15,5
LC08_L1TP_081234_20260509_20260515_02_T1,2026-05-09 23:53:45.981524+00:00,LANDSAT_8,5.02402394,56.93,2026-05-09,129,23,5
LC08_L1TP_010011_20260508_20260515_02_T1,2026-05-08 15:06:04.324948+00:00,LANDSAT_8,37.5470002,0.0,2026-05-08,128,15,5
LC08_L1TP_010010_20260508_20260515_02_T1,2026-05-08 15:05:40.459324+00:00,LANDSAT_8,36.2730382,34.94,2026-05-08,128,15,5
LC09_L1TP_011010_20260507_20260507_02_T1,2026-05-07 15:12:10.249084+00:00,LANDSAT_9,36.00334048,19.98,2026-05-07,127,15,5
LC08_L1TP_012010_20260506_20260515_02_T1,2026-05-06 15:18:05.436386+00:00,LANDSAT_8,35.72732127,42.95,2026-05-06,126,15,5
LC09_L1TP_013010_20260505_20260505_02_T1,2026-05-05 15:24:33.859965+00:00,LANDSAT_9,35.44773393,0.84,2026-05-05,125,15,5
LC09_L1TP_010011_20260430_20260430_02_T1,2026-04-30 15:06:29.355149+00:00,LANDSAT_9,35.2449248,0.15,2026-04-30,120,15,4
LC09_L1TP_010010_20260430_20260430_02_T1,2026-04-30 15:06:05.493786+00:00,LANDSAT_9,33.97171616,0.23,2026-04-30,120,15,4
LC08_L1TP_011010_20260429_20260506_02_T1,2026-04-29 15:12:04.906999+00:00,LANDSAT_8,33.66544934,21.25,2026-04-29,119,15,4
LC09_L1TP_012010_20260428_20260428_02_T1,2026-04-28 15:18:28.393026+00:00,LANDSAT_9,33.35597906,77.45,2026-04-28,118,15,4
LC08_L1TP_013010_20260427_20260506_02_T1,2026-04-27 15:24:29.032644+00:00,LANDSAT_8,33.04135792,74.55,2026-04-27,117,15,4
LC08_L1GT_010011_20260422_20260501_02_T2,2026-04-22 15:06:19.606280+00:00,LANDSAT_8,32.67366823,100.0,2026-04-22,112,15,4
LC08_L1GT_010010_20260422_20260501_02_T2,2026-04-22 15:05:55.736419+00:00,LANDSAT_8,31.40446081,100.0,2026-04-22,112,15,4
LC09_L1GT_011010_20260421_20260421_02_T2,2026-04-21 15:12:20.549827+00:00,LANDSAT_9,31.0693045,100.0,2026-04-21,111,15,4
LC08_L1GT_012010_20260420_20260501_02_T2,2026-04-20 15:18:17.401078+00:00,LANDSAT_8,30.72920181,100.0,2026-04-20,110,15,4
LC09_L1TP_013010_20260419_20260419_02_T1,2026-04-19 15:24:42.678112+00:00,LANDSAT_9,30.38777624,16.75,2026-04-19,109,15,4
LC09_L1TP_010011_20260414_20260414_02_T1,2026-04-14 15:06:34.657325+00:00,LANDSAT_9,29.88289094,20.61,2026-04-14,104,15,4
LC09_L1TP_010010_20260414_20260414_02_T1,2026-04-14 15:06:10.800197+00:00,LANDSAT_9,28.61815633,6.69,2026-04-14,104,15,4
LC08_L1TP_011010_20260413_20260423_02_T1,2026-04-13 15:12:09.141130+00:00,LANDSAT_8,28.25744439,0.8,2026-04-13,103,15,4
LC09_L1TP_012010_20260412_20260412_02_T1,2026-04-12 15:18:32.504825+00:00,LANDSAT_9,27.8957988,7.07,2026-04-12,102,15,4
LC08_L1TP_013010_20260411_20260423_02_T1,2026-04-11 15:24:31.292890+00:00,LANDSAT_8,27.52999254,6.69,2026-04-11,101,15,4
LC08_L1TP_010011_20260406_20260416_02_T1,2026-04-06 15:06:23.361481+00:00,LANDSAT_8,26.91734303,35.93,2026-04-06,96,15,4
LC08_L1TP_010010_20260406_20260416_02_T1,2026-04-06 15:05:59.500093+00:00,LANDSAT_8,25.65924733,5.6,2026-04-06,96,15,4
LC09_L1TP_011010_20260405_20260405_02_T1,2026-04-05 15:12:25.673563+00:00,LANDSAT_9,25.28211563,7.35,2026-04-05,95,15,4
LC08_L1TP_012010_20260404_20260415_02_T1,2026-04-04 15:18:21.084147+00:00,LANDSAT_8,24.90198133,10.67,2026-04-04,94,15,4
LC09_L1TP_013010_20260403_20260403_02_T1,2026-04-03 15:24:48.864969+00:00,LANDSAT_9,24.52155046,79.79,2026-04-03,93,15,4
LC09_L1TP_010011_20260329_20260329_02_T1,2026-03-29 15:06:42.627524+00:00,LANDSAT_9,23.83291922,74.46,2026-03-29,88,15,3
LC09_L1TP_010010_20260329_20260329_02_T1,2026-03-29 15:06:18.761924+00:00,LANDSAT_9,22.58031332,73.18,2026-03-29,88,15,3
LC08_L1TP_011010_20260328_20260406_02_T1,2026-03-28 15:12:15.598997+00:00,LANDSAT_8,22.18992062,8.92,2026-03-28,87,15,3
LC09_L1TP_012010_20260327_20260327_02_T1,2026-03-27 15:18:40.852054+00:00,LANDSAT_9,21.80001265,0.31,2026-03-27,86,15,3
LC08_L1TP_013010_20260326_20260330_02_T1,2026-03-26 15:24:38.941015+00:00,LANDSAT_8,21.40770799,22.17,2026-03-26,85,15,3
LC08_L1TP_010011_20260321_20260329_02_T1,2026-03-21 15:06:33.759200+00:00,LANDSAT_8,20.67036607,8.25,2026-03-21,80,15,3
LC08_L1TP_010010_20260321_20260329_02_T1,2026-03-21 15:06:09.893577+00:00,LANDSAT_8,19.42524011,43.17,2026-03-21,80,15,3
LC09_L1TP_011010_20260320_20260320_02_T1,2026-03-20 15:12:29.878570+00:00,LANDSAT_9,19.03074134,12.07,2026-03-20,79,15,3
LC08_L1GT_012010_20260319_20260329_02_T2,2026-03-19 15:18:32.422516+00:00,LANDSAT_8,18.63446406,100.0,2026-03-19,78,15,3
LC09_L1TP_013010_20260318_20260318_02_T2,2026-03-18 15:24:51.028445+00:00,LANDSAT_9,18.23979034,99.91,2026-03-18,77,15,3
LC09_L1TP_010011_20260313_20260313_02_T1,2026-03-13 15:06:48.252205+00:00,LANDSAT_9,17.48946457,64.68,2026-03-13,72,15,3
LC09_L1TP_010010_20260313_20260313_02_T1,2026-03-13 15:06:24.386605+00:00,LANDSAT_9,16.24966186,46.19,2026-03-13,72,15,3
LC08_L1TP_011010_20260312_20260328_02_T1,2026-03-12 15:12:23.489988+00:00,LANDSAT_8,15.85438476,0.84,2026-03-12,71,15,3
LC09_L1TP_012010_20260311_20260311_02_T1,2026-03-11 15:18:47.959545+00:00,LANDSAT_9,15.46197263,0.46,2026-03-11,70,15,3
LC08_L1TP_013010_20260310_20260314_02_T1,2026-03-10 15:24:46.535756+00:00,LANDSAT_8,15.06799391,24.51,2026-03-10,69,15,3
LC08_L1TP_010011_20260305_20260313_02_T1,2026-03-05 15:06:43.018873+00:00,LANDSAT_8,14.34035713,16.3,2026-03-05,64,15,3
LC08_L1TP_010010_20260305_20260313_02_T1,2026-03-05 15:06:19.149013+00:00,LANDSAT_8,13.10609373,91.99,2026-03-05,64,15,3
LC09_L1TP_011010_20260304_20260304_02_T1,2026-03-04 15:12:41.853635+00:00,LANDSAT_9,12.7210849,14.61,2026-03-04,63,15,3
LC08_L1TP_012010_20260303_20260307_02_T1,2026-03-03 15:18:42.338835+00:00,LANDSAT_8,12.33569519,83.29,2026-03-03,62,15,3
LC09_L1TP_013010_20260302_20260302_02_T2,2026-03-02 15:25:04.193872+00:00,LANDSAT_9,11.95376967,77.82,2026-03-02,61,15,3
LC09_L1TP_010011_20260225_20260225_02_T1,2026-02-25 15:06:56.254052+00:00,LANDSAT_9,11.28558264,54.77,2026-02-25,56,15,2
LC09_L1TP_010010_20260225_20260225_02_T1,2026-02-25 15:06:32.388451+00:00,LANDSAT_9,10.05432027,37.04,2026-02-25,56,15,2
LC08_L1GT_011010_20260224_20260306_02_T2,2026-02-24 15:12:34.978104+00:00,LANDSAT_8,9.68207562,100.0,2026-02-24,55,15,2
LC09_L1GT_012010_20260223_20260223_02_T2,2026-02-23 15:18:53.911060+00:00,LANDSAT_9,9.31466527,100.0,2026-02-23,54,15,2
LC08_L1GT_013010_20260222_20260227_02_T2,2026-02-22 15:24:57.134245+00:00,LANDSAT_8,8.94719056,90.79,2026-02-22,53,15,2
LC08_L1TP_010011_20260217_20260226_02_T1,2026-02-17 15:06:48.851550+00:00,LANDSAT_8,8.3748709,56.59,2026-02-17,48,15,2
LC08_L1TP_010010_20260217_20260226_02_T1,2026-02-17 15:06:24.981689+00:00,LANDSAT_8,7.14545636,99.94,2026-02-17,48,15,2
LC09_L1TP_011010_20260216_20260216_02_T1,2026-02-16 15:12:44.721233+00:00,LANDSAT_9,6.7977838,72.23,2026-02-16,47,15,2
LC08_L1TP_012010_20260215_20260221_02_T1,2026-02-15 15:18:46.413484+00:00,LANDSAT_8,6.45135042,33.14,2026-02-15,46,15,2
LC09_L1TP_013010_20260214_20260214_02_T1,2026-02-14 15:25:07.735002+00:00,LANDSAT_9,6.11021059,7.01,2026-02-14,45,15,2
