id,day,season,doy,hour,instrument,has_swir,sun_elevation,cloud,tier
LE07_L1TP_011010_20120329_20200909_02_T1,2012-03-29,2012,89,15,ETM+,True,22.70544004,1.0,T1
LE07_L1TP_012010_20130627_20200907_02_T1,2013-06-27,2013,178,15,ETM+,True,42.31192796,50.0,T1
LC08_L1TP_010011_20130621_20200912_02_T1,2013-06-21,2013,172,15,OLI,True,43.75989046,27.77,T1
LC08_L1TP_010010_20130621_20200912_02_T1,2013-06-21,2013,172,15,OLI,True,42.49655546,28.43,T1
LE07_L1GT_011010_20130620_20200907_02_T2,2013-06-20,2013,171,15,ETM+,True,42.46273745,71.0,T2
LE07_L1TP_010011_20130613_20200907_02_T1,2013-06-13,2013,164,15,ETM+,True,43.52228933,19.0,T1
LC08_L1TP_011010_20130612_20200912_02_T1,2013-06-12,2013,163,15,OLI,True,42.25153298,0.04,T1
LC08_L1TP_010010_20130605_20200912_02_T1,2013-06-05,2013,156,15,OLI,True,41.67751248,33.39,T1
LE07_L1TP_013010_20130602_20200907_02_T1,2013-06-02,2013,153,15,ETM+,True,41.31084265,62.0,T1
LC08_L1TP_082234_20130529_20200912_02_T2,2013-05-29,2013,149,0,OLI,True,8.84534621,4.14,T2
LE07_L1TP_010011_20130528_20200907_02_T1,2013-05-28,2013,148,15,ETM+,True,41.86237167,1.0,T1
LC08_L1TP_011010_20130527_20200912_02_T1,2013-05-27,2013,147,15,OLI,True,40.46554916,2.81,T1
LC08_L1GT_084234_20130527_20200913_02_T2,2013-05-27,2013,147,0,OLI,True,8.52121918,68.16,T2
LC08_L1GT_084233_20130527_20200913_02_T2,2013-05-27,2013,147,0,OLI,True,7.16895994,73.63,T2
LC08_L1TP_013010_20130525_20200912_02_T1,2013-05-25,2013,145,15,OLI,True,40.12797532,33.68,T1
LC08_L1TP_010011_20130520_20200913_02_T1,2013-05-20,2013,140,15,OLI,True,40.45725706,48.23,T1
LC08_L1TP_010010_20130520_20200912_02_T1,2013-05-20,2013,140,15,OLI,True,39.17364011,22.05,T1
LE07_L1TP_011010_20130519_20200907_02_T1,2013-05-19,2013,139,15,ETM+,True,38.94892993,9.0,T1
LC08_L1TP_012010_20130518_20200913_02_T1,2013-05-18,2013,138,15,OLI,True,38.75357137,20.1,T1
LE07_L1TP_013010_20130517_20200907_02_T1,2013-05-17,2013,137,15,ETM+,True,38.51833226,64.0,T1
LE07_L1TP_010011_20130512_20200907_02_T1,2013-05-12,2013,132,15,ETM+,True,38.59890548,23.0,T1
LC08_L1TP_011010_20130511_20200912_02_T1,2013-05-11,2013,131,15,OLI,True,37.10447177,40.36,T1
LC08_L1TP_010011_20130504_20200913_02_T1,2013-05-04,2013,124,15,OLI,True,36.49059705,18.48,T1
LC08_L1TP_010010_20130504_20200912_02_T1,2013-05-04,2013,124,15,OLI,True,35.20655031,0.88,T1
LE07_L1TP_012010_20130424_20200907_02_T1,2013-04-24,2013,114,15,ETM+,True,32.10865706,59.0,T1
LC08_L1TP_013010_20130423_20200912_02_T1,2013-04-23,2013,113,15,OLI,True,31.79947782,3.25,T1
LC08_L1TP_010011_20130418_20200913_02_T1,2013-04-18,2013,108,15,OLI,True,31.37273031,8.45,T1
LC08_L1TP_010010_20130418_20200913_02_T1,2013-04-18,2013,108,15,OLI,True,30.09657059,45.4,T1
LE07_L1TP_011010_20130417_20200907_02_T1,2013-04-17,2013,107,15,ETM+,True,29.72574281,2.0,T1
LC08_L1TP_012010_20130416_20200913_02_T1,2013-04-16,2013,106,15,OLI,True,29.39832537,95.19,T1
LC08_L1TP_012010_20130409_20200913_02_T1,2013-04-09,2013,99,15,OLI,True,26.8569425,0.15,T1
LE07_L1TP_012010_20130408_20200907_02_T1,2013-04-08,2013,98,15,ETM+,True,26.45798509,72.0,T1
LC08_L1TP_012010_20130404_20200912_02_T1,2013-04-04,2013,94,15,OLI,True,24.97195933,23.92,T1
LC08_L1TP_013010_20130330_20200913_02_T1,2013-03-30,2013,89,15,OLI,True,23.04425377,0.81,T1
LE07_L1TP_013010_20130330_20200907_02_T1,2013-03-30,2013,89,15,ETM+,True,23.01536288,1.0,T1
LE07_L1TP_012010_20130323_20200908_02_T1,2013-03-23,2013,82,15,ETM+,True,20.26337813,0.0,T1
LC08_L1TP_011010_20130322_20200912_02_T1,2013-03-22,2013,81,15,OLI,True,19.89537121,0.02,T1
LT08_L1GT_011010_20130317_20200925_02_T2,2013-03-17,2013,76,15,TM,True,17.91062785,,T2
LT08_L1GT_012010_20130312_20200925_02_T2,2013-03-12,2013,71,15,TM,True,15.92787641,,T2
LC08_L1TP_013010_20140629_20200911_02_T1,2014-06-29,2014,180,15,OLI,True,42.24762622,77.8,T1
LC08_L1GT_081234_20140625_20200911_02_T2,2014-06-25,2014,176,23,OLI,True,11.00397642,74.29,T2
LC08_L1TP_010011_20140624_20200911_02_T1,2014-06-24,2014,175,15,OLI,True,43.70175129,81.4,T1
LC08_L1TP_010010_20140624_20200911_02_T1,2014-06-24,2014,175,15,OLI,True,42.4488759,84.31,T1
LC08_L1TP_083234_20140624_20200911_02_T1,2014-06-24,2014,175,0,OLI,True,11.02610531,50.36,T1
LC08_L1TP_012010_20140622_20200911_02_T1,2014-06-22,2014,173,15,OLI,True,42.48107936,95.94,T1
LC08_L1TP_082234_20140617_20200911_02_T1,2014-06-17,2014,168,0,OLI,True,10.89266589,60.57,T1
LC08_L1TP_011010_20140615_20200911_02_T1,2014-06-15,2014,166,15,OLI,True,42.37678604,8.28,T1
LC08_L1TP_084233_20140615_20200911_02_T1,2014-06-15,2014,166,0,OLI,True,9.45012984,1.72,T1
LC08_L1TP_013010_20140613_20200911_02_T1,2014-06-13,2014,164,15,OLI,True,42.28548602,49.38,T1
LC08_L1GT_081234_20140609_20200911_02_T2,2014-06-09,2014,160,23,OLI,True,10.44057457,100.0,T2
LC08_L1TP_010011_20140608_20200911_02_T1,2014-06-08,2014,159,15,OLI,True,43.20045037,0.4,T1
LC08_L1TP_010010_20140608_20200911_02_T1,2014-06-08,2014,159,15,OLI,True,41.93484983,0.42,T1
LC08_L1GT_083234_20140608_20200911_02_T2,2014-06-08,2014,159,0,OLI,True,10.25410167,63.71,T2
LC08_L1GT_012010_20140606_20200911_02_T2,2014-06-06,2014,157,15,OLI,True,41.74879159,97.37,T2
LC08_L1TP_082234_20140601_20200911_02_T1,2014-06-01,2014,152,0,OLI,True,9.40777062,2.2,T1
LC08_L1TP_011010_20140530_20200911_02_T1,2014-05-30,2014,150,15,OLI,True,40.88539334,5.9,T1
LC08_L1TP_084233_20140530_20200911_02_T1,2014-05-30,2014,150,0,OLI,True,7.76656679,65.14,T1
LC08_L1TP_013010_20140528_20200911_02_T1,2014-05-28,2014,148,15,OLI,True,40.5825616,10.25,T1
LC08_L1TP_010011_20140523_20200911_02_T1,2014-05-23,2014,143,15,OLI,True,40.9855147,69.13,T1
LC08_L1TP_010010_20140523_20200911_02_T1,2014-05-23,2014,143,15,OLI,True,39.71108158,3.37,T1
LC08_L1GT_012010_20140521_20200911_02_T2,2014-05-21,2014,141,15,OLI,True,39.32295724,71.84,T2
LC08_L1TP_011010_20140514_20200911_02_T1,2014-05-14,2014,134,15,OLI,True,37.77767313,78.58,T1
LC08_L1TP_013010_20140512_20200911_02_T1,2014-05-12,2014,132,15,OLI,True,37.29044043,44.73,T1
LC08_L1TP_010011_20140507_20200911_02_T1,2014-05-07,2014,127,15,OLI,True,37.25025442,21.81,T1
LC08_L1TP_010010_20140507_20200911_02_T1,2014-05-07,2014,127,15,OLI,True,35.97507301,1.17,T1
LC08_L1TP_012010_20140505_20200911_02_T1,2014-05-05,2014,125,15,OLI,True,35.4191611,15.66,T1
LC08_L1TP_011010_20140428_20200911_02_T1,2014-04-28,2014,118,15,OLI,True,33.32389782,7.74,T1
LC08_L1TP_013010_20140426_20200911_02_T1,2014-04-26,2014,116,15,OLI,True,32.69114437,61.8,T1
LC08_L1TP_010011_20140421_20200911_02_T1,2014-04-21,2014,111,15,OLI,True,32.30483511,0.16,T1
LC08_L1TP_010010_20140421_20200911_02_T1,2014-04-21,2014,111,15,OLI,True,31.03467008,0.01,T1
LC08_L1TP_012010_20140419_20200911_02_T1,2014-04-19,2014,109,15,OLI,True,30.35312011,2.05,T1
LC08_L1TP_011010_20140412_20200911_02_T1,2014-04-12,2014,102,15,OLI,True,27.86168167,10.97,T1
LC08_L1TP_013010_20140410_20200911_02_T1,2014-04-10,2014,100,15,OLI,True,27.12956713,32.92,T1
LC08_L1TP_010011_20140405_20200911_02_T1,2014-04-05,2014,95,15,OLI,True,26.50725281,32.32,T1
LC08_L1TP_010010_20140405_20200911_02_T1,2014-04-05,2014,95,15,OLI,True,25.24806997,2.23,T1
LC08_L1TP_012010_20140403_20200911_02_T1,2014-04-03,2014,93,15,OLI,True,24.48700406,0.2,T1
LC08_L1TP_011010_20140327_20200911_02_T1,2014-03-27,2014,86,15,OLI,True,21.76425594,6.47,T1
LC08_L1TP_013010_20140325_20200911_02_T1,2014-03-25,2014,84,15,OLI,True,20.98004925,5.05,T1
LC08_L1TP_010011_20140320_20200911_02_T1,2014-03-20,2014,79,15,OLI,True,20.24187086,4.8,T1
LC08_L1TP_010010_20140320_20200912_02_T1,2014-03-20,2014,79,15,OLI,True,18.99546276,24.94,T1
LC08_L1TP_012010_20140318_20200911_02_T1,2014-03-18,2014,77,15,OLI,True,18.20512751,1.83,T1
LC08_L1TP_011010_20140311_20200911_02_T1,2014-03-11,2014,70,15,OLI,True,15.43071494,8.89,T1
LC08_L1TP_013010_20140309_20200911_02_T1,2014-03-09,2014,68,15,OLI,True,14.64623087,31.68,T1
LC08_L1TP_010011_20140304_20200911_02_T1,2014-03-04,2014,63,15,OLI,True,13.92699575,45.29,T1
LC08_L1TP_010010_20140304_20200911_02_T1,2014-03-04,2014,63,15,OLI,True,12.69079928,15.2,T1
LC08_L1TP_012010_20140302_20200911_02_T1,2014-03-02,2014,61,15,OLI,True,11.92377551,1.93,T1
LC08_L1TP_011010_20140223_20200911_02_T1,2014-02-23,2014,54,15,OLI,True,9.28555432,39.26,T1
LC08_L1TP_013010_20140221_20200911_02_T1,2014-02-21,2014,52,15,OLI,True,8.55623563,46.81,T1
LC08_L1TP_010011_20140216_20200911_02_T1,2014-02-16,2014,47,15,OLI,True,8.00400462,63.0,T1
LC08_L1TP_012010_20140214_20200911_02_T1,2014-02-14,2014,45,15,OLI,True,6.08609144,7.88,T1
LC08_L1TP_010011_20150627_20200909_02_T1,2015-06-27,2015,178,15,OLI,True,43.60634575,15.68,T1
LC08_L1TP_010010_20150627_20200909_02_T1,2015-06-27,2015,178,15,OLI,True,42.3575562,16.45,T1
LC08_L1TP_012010_20150625_20200909_02_T1,2015-06-25,2015,176,15,OLI,True,42.42711731,49.83,T1
LC08_L1TP_011010_20150618_20200909_02_T1,2015-06-18,2015,169,15,OLI,True,42.45606028,1.19,T1
LC08_L1TP_013010_20150616_20201015_02_T1,2015-06-16,2015,167,15,OLI,True,42.40242342,72.55,T1
LC08_L1TP_010011_20150611_20200909_02_T1,2015-06-11,2015,162,15,OLI,True,43.40842809,0.06,T1
LC08_L1TP_010010_20150611_20200909_02_T1,2015-06-11,2015,162,15,OLI,True,42.14684284,0.01,T1
LC08_L1TP_012010_20150609_20200909_02_T1,2015-06-09,2015,160,15,OLI,True,41.99736454,68.37,T1
LC08_L1TP_011010_20150602_20201015_02_T1,2015-06-02,2015,153,15,OLI,True,41.26178108,0.11,T1
LC08_L1TP_013010_20150531_20200909_02_T1,2015-05-31,2015,151,15,OLI,True,40.99392279,27.3,T1
LC08_L1TP_010011_20150526_20201015_02_T1,2015-05-26,2015,146,15,OLI,True,41.47989527,6.33,T1
LC08_L1TP_010010_20150526_20201016_02_T1,2015-05-26,2015,146,15,OLI,True,40.20783199,0.15,T1
LC08_L1TP_012010_20150524_20200909_02_T1,2015-05-24,2015,144,15,OLI,True,39.85251869,1.99,T1
LC08_L1GT_011010_20150517_20201016_02_T2,2015-05-17,2015,137,15,OLI,True,38.41772053,99.98,T2
LC08_L1TP_013010_20150515_20200909_02_T1,2015-05-15,2015,135,15,OLI,True,37.95938517,72.69,T1
LC08_L1TP_010011_20150510_20201015_02_T1,2015-05-10,2015,130,15,OLI,True,37.98508099,35.09,T1
LC08_L1TP_010010_20150510_20201015_02_T1,2015-05-10,2015,130,15,OLI,True,36.71191969,6.68,T1
LC08_L1GT_012010_20150508_20201016_02_T2,2015-05-08,2015,128,15,OLI,True,36.18173358,92.67,T2
LC08_L1TP_011010_20150501_20201015_02_T1,2015-05-01,2015,121,15,OLI,True,34.17187251,1.2,T1
LC08_L1TP_013010_20150429_20200909_02_T1,2015-04-29,2015,119,15,OLI,True,33.56127013,100.0,T1
LC08_L1TP_010011_20150424_20201015_02_T1,2015-04-24,2015,114,15,OLI,True,33.22454574,0.03,T1
LC08_L1TP_010010_20150424_20200909_02_T1,2015-04-24,2015,114,15,OLI,True,31.9557487,0.0,T1
LC08_L1TP_012010_20150422_20200909_02_T1,2015-04-22,2015,112,15,OLI,True,31.29216991,59.86,T1
LC08_L1TP_011010_20150415_20200909_02_T2,2015-04-15,2015,105,15,OLI,True,28.85597703,60.53,T2
LC08_L1TP_013010_20150413_20200909_02_T1,2015-04-13,2015,103,15,OLI,True,28.13707354,24.21,T1
LC08_L1GT_010011_20150408_20200909_02_T2,2015-04-08,2015,98,15,OLI,True,27.54452006,48.96,T2
LC08_L1GT_010010_20150408_20200909_02_T2,2015-04-08,2015,98,15,OLI,True,26.28534087,2.14,T2
LC08_L1TP_012010_20150406_20200909_02_T1,2015-04-06,2015,96,15,OLI,True,25.53455261,31.54,T1
LC08_L1TP_011010_20150330_20200909_02_T1,2015-03-30,2015,89,15,OLI,True,22.83976617,0.01,T1
LC08_L1TP_013010_20150328_20200909_02_T1,2015-03-28,2015,87,15,OLI,True,22.06099761,3.77,T1
LC08_L1TP_010011_20150323_20200909_02_T1,2015-03-23,2015,82,15,OLI,True,21.3307625,9.63,T1
LC08_L1TP_010010_20150323_20201015_02_T1,2015-03-23,2015,82,15,OLI,True,20.08446442,72.88,T1
LC08_L1TP_012010_20150321_20200909_02_T2,2015-03-21,2015,80,15,OLI,True,19.29528122,54.05,T2
LC08_L1TP_013010_20150312_20200910_02_T1,2015-03-12,2015,71,15,OLI,True,15.72590806,2.22,T1
LC08_L1TP_010011_20150307_20200909_02_T1,2015-03-07,2015,66,15,OLI,True,14.9901895,48.72,T1
LC08_L1GT_012010_20150305_20200909_02_T2,2015-03-05,2015,64,15,OLI,True,12.98035485,100.0,T2
LC08_L1TP_011010_20150226_20200909_02_T1,2015-02-26,2015,57,15,OLI,True,10.30489265,7.97,T1
LC08_L1TP_013010_20150224_20200909_02_T1,2015-02-24,2015,55,15,OLI,True,9.56205055,3.31,T1
LC08_L1TP_010011_20150219_20200909_02_T1,2015-02-19,2015,50,15,OLI,True,8.96600918,30.36,T1
LC08_L1TP_010010_20150219_20200909_02_T1,2015-02-19,2015,50,15,OLI,True,7.73691742,70.73,T1
LC08_L1TP_012010_20150217_20200909_02_T1,2015-02-17,2015,48,15,OLI,True,7.0321235,21.5,T1
LC08_L1TP_012010_20160627_20200906_02_T1,2016-06-27,2016,179,15,OLI,True,42.32572484,71.12,T1
LC08_L1TP_082234_20160622_20200906_02_T1,2016-06-22,2016,174,0,OLI,True,11.02081982,18.41,T1
LC08_L1TP_011010_20160620_20200906_02_T1,2016-06-20,2016,172,15,OLI,True,42.48737612,0.09,T1
LC08_L1TP_084234_20160620_20200906_02_T1,2016-06-20,2016,172,0,OLI,True,10.99701662,17.33,T1
LC08_L1TP_084233_20160620_20200906_02_T1,2016-06-20,2016,172,0,OLI,True,9.65247453,2.91,T1
LC08_L1TP_013010_20160618_20200906_02_T1,2016-06-18,2016,170,15,OLI,True,42.47144507,28.75,T1
LC08_L1GT_081234_20160614_20200906_02_T2,2016-06-14,2016,166,23,OLI,True,10.81997129,70.92,T2
LC08_L1TP_010011_20160613_20200906_02_T1,2016-06-13,2016,165,15,OLI,True,43.57197948,45.0,T1
LC08_L1TP_010010_20160613_20200906_02_T1,2016-06-13,2016,165,15,OLI,True,42.31049002,87.98,T1
LC08_L1GT_083234_20160613_20200906_02_T2,2016-06-13,2016,165,0,OLI,True,10.70324112,91.23,T2
LC08_L1TP_012010_20160611_20200906_02_T1,2016-06-11,2016,163,15,OLI,True,42.19847689,45.79,T1
LC08_L1TP_082234_20160606_20200906_02_T1,2016-06-06,2016,158,0,OLI,True,10.09481878,3.95,T1
LC08_L1TP_011010_20160604_20200906_02_T1,2016-06-04,2016,156,15,OLI,True,41.59140604,59.7,T1
LC08_L1GT_084234_20160604_20200906_02_T2,2016-06-04,2016,156,0,OLI,True,9.86632824,80.37,T2
LC08_L1GT_084233_20160604_20200906_02_T2,2016-06-04,2016,156,0,OLI,True,8.51792237,59.59,T2
LC08_L1TP_013010_20160602_20200906_02_T1,2016-06-02,2016,154,15,OLI,True,41.35887893,22.96,T1
LC08_L1TP_081234_20160529_20200906_02_T2,2016-05-29,2016,150,23,OLI,True,9.1859458,42.27,T2
LC08_L1TP_010011_20160528_20200906_02_T1,2016-05-28,2016,149,15,OLI,True,41.93311,53.05,T1
LC08_L1TP_010010_20160528_20200906_02_T1,2016-05-28,2016,149,15,OLI,True,40.66023332,7.21,T1
LC08_L1GT_083234_20160528_20200906_02_T2,2016-05-28,2016,149,0,OLI,True,8.87594053,51.99,T2
LC08_L1TP_012010_20160526_20200906_02_T1,2016-05-26,2016,147,15,OLI,True,40.3390158,67.93,T1
LC08_L1TP_082234_20160521_20200906_02_T1,2016-05-21,2016,142,0,OLI,True,7.6166036,56.55,T1
LC08_L1GT_011010_20160519_20201016_02_T2,2016-05-19,2016,140,15,OLI,True,39.01738971,86.94,T2
LC08_L1GT_084234_20160519_20200906_02_T2,2016-05-19,2016,140,0,OLI,True,7.21185695,63.22,T2
LC08_L1TP_084233_20160519_20200906_02_T1,2016-05-19,2016,140,0,OLI,True,5.86615281,54.37,T1
LC08_L1TP_013010_20160517_20200907_02_T1,2016-05-17,2016,138,15,OLI,True,38.58967221,17.8,T1
LC08_L1GT_010011_20160512_20200907_02_T2,2016-05-12,2016,133,15,OLI,True,38.69308522,100.0,T2
LC08_L1GT_010010_20160512_20200907_02_T2,2016-05-12,2016,133,15,OLI,True,37.41640716,99.99,T2
LC08_L1TP_012010_20160510_20200907_02_T1,2016-05-10,2016,131,15,OLI,True,36.91365903,74.48,T1
LC08_L1TP_011010_20160503_20200907_02_T1,2016-05-03,2016,124,15,OLI,True,34.991414,15.69,T1
LC08_L1GT_013010_20160501_20200907_02_T2,2016-05-01,2016,122,15,OLI,True,34.40270982,95.18,T2
LC08_L1TP_010011_20160426_20200907_02_T1,2016-04-26,2016,117,15,OLI,True,34.12326441,0.0,T1
LC08_L1TP_010010_20160426_20200907_02_T1,2016-04-26,2016,117,15,OLI,True,32.85140459,0.0,T1
LC08_L1GT_012010_20160424_20200907_02_T2,2016-04-24,2016,115,15,OLI,True,32.20780138,96.06,T2
LC08_L1TP_011010_20160417_20200907_02_T1,2016-04-17,2016,108,15,OLI,True,29.8348546,0.76,T1
LC08_L1GT_013010_20160415_20200907_02_T2,2016-04-15,2016,106,15,OLI,True,29.132074,100.0,T2
LC08_L1GT_010011_20160410_20200907_02_T2,2016-04-10,2016,101,15,OLI,True,28.57606898,79.77,T2
LC08_L1TP_010010_20160410_20200907_02_T1,2016-04-10,2016,101,15,OLI,True,27.31405623,76.7,T1
LC08_L1TP_012010_20160408_20200907_02_T2,2016-04-08,2016,99,15,OLI,True,26.57471336,97.98,T2
LC08_L1TP_011010_20160401_20200907_02_T1,2016-04-01,2016,92,15,OLI,True,23.91135075,52.81,T1
LC08_L1TP_013010_20160330_20200907_02_T1,2016-03-30,2016,90,15,OLI,True,23.13955171,11.05,T1
LC08_L1TP_010011_20160325_20200907_02_T1,2016-03-25,2016,85,15,OLI,True,22.42515527,0.11,T1
LC08_L1TP_010010_20160325_20200907_02_T1,2016-03-25,2016,85,15,OLI,True,21.17616653,3.62,T1
LC08_L1TP_012010_20160323_20200907_02_T1,2016-03-23,2016,83,15,OLI,True,20.39015028,16.79,T1
LC08_L1TP_011010_20160316_20200907_02_T1,2016-03-16,2016,76,15,OLI,True,17.61206554,99.99,T1
LC08_L1TP_013010_20160314_20200907_02_T2,2016-03-14,2016,74,15,OLI,True,16.82131009,69.35,T2
LC08_L1TP_010011_20160309_20200907_02_T1,2016-03-09,2016,69,15,OLI,True,16.07722755,40.78,T1
LC08_L1TP_010010_20160309_20200907_02_T1,2016-03-09,2016,69,15,OLI,True,14.83984717,62.99,T1
LC08_L1TP_012010_20160307_20200907_02_T1,2016-03-07,2016,67,15,OLI,True,14.05793268,9.77,T1
LC08_L1TP_011010_20160229_20200907_02_T1,2016-02-29,2016,60,15,OLI,True,11.34917309,1.28,T1
LC08_L1TP_013010_20160227_20200907_02_T1,2016-02-27,2016,58,15,OLI,True,10.59459835,48.27,T1
LC08_L1TP_012010_20160220_20200907_02_T1,2016-02-20,2016,51,15,OLI,True,8.01404341,24.36,T1
LC08_L1TP_011010_20170623_20200903_02_T1,2017-06-23,2017,174,15,OLI,True,42.46368987,29.45,T1
LC08_L1TP_013010_20170621_20201015_02_T1,2017-06-21,2017,172,15,OLI,True,42.48561349,63.15,T1
LC08_L1TP_010011_20170616_20201016_02_T1,2017-06-16,2017,167,15,OLI,True,43.67894015,46.97,T1
LC08_L1TP_010010_20170616_20201015_02_T1,2017-06-16,2017,167,15,OLI,True,42.42032083,0.65,T1
LC08_L1TP_012010_20170614_20201015_02_T1,2017-06-14,2017,165,15,OLI,True,42.34603764,15.48,T1
LC08_L1TP_011010_20170607_20200903_02_T1,2017-06-07,2017,158,15,OLI,True,41.86973468,3.68,T1
LC08_L1TP_013010_20170605_20200903_02_T1,2017-06-05,2017,156,15,OLI,True,41.6739214,47.19,T1
LC08_L1TP_010011_20170531_20201015_02_T1,2017-05-31,2017,151,15,OLI,True,42.33555843,0.0,T1
LC08_L1TP_010010_20170531_20201016_02_T1,2017-05-31,2017,151,15,OLI,True,41.06458342,0.01,T1
LC08_L1GT_012010_20170529_20201016_02_T2,2017-05-29,2017,149,15,OLI,True,40.77758048,87.31,T2
LC08_L1TP_011010_20170522_20201015_02_T1,2017-05-22,2017,142,15,OLI,True,39.57181255,53.11,T1
LC08_L1TP_013010_20170520_20200904_02_T1,2017-05-20,2017,140,15,OLI,True,39.17498619,51.29,T1
LC08_L1TP_010011_20170515_20200904_02_T1,2017-05-15,2017,135,15,OLI,True,39.35403996,0.3,T1
LC08_L1TP_010010_20170515_20201015_02_T1,2017-05-15,2017,135,15,OLI,True,38.07743811,0.01,T1
LC08_L1TP_012010_20170513_20200904_02_T1,2017-05-13,2017,133,15,OLI,True,37.60333357,8.2,T1
LC08_L1TP_014010_20170511_20201015_02_T1,2017-05-11,2017,131,15,OLI,True,37.10863031,64.63,T1
LC08_L1TP_011010_20170506_20201015_02_T1,2017-05-06,2017,126,15,OLI,True,35.77551718,85.66,T1
LC08_L1TP_013010_20170504_20200904_02_T1,2017-05-04,2017,124,15,OLI,True,35.21287006,13.07,T1
LC08_L1TP_010011_20170429_20200904_02_T1,2017-04-29,2017,119,15,OLI,True,34.99205858,0.35,T1
LC08_L1TP_010010_20170429_20200904_02_T1,2017-04-29,2017,119,15,OLI,True,33.71799297,0.0,T1
LC08_L1TP_011010_20170420_20200904_02_T1,2017-04-20,2017,110,15,OLI,True,30.7861985,0.02,T1
LC08_L1GT_013010_20170418_20200904_02_T2,2017-04-18,2017,108,15,OLI,True,30.09943906,99.9,T2
LC08_L1TP_010011_20170413_20200904_02_T1,2017-04-13,2017,103,15,OLI,True,29.58339477,34.99,T1
LC08_L1TP_010010_20170413_20200904_02_T1,2017-04-13,2017,103,15,OLI,True,28.31950173,0.53,T1
LC08_L1TP_012010_20170411_20200904_02_T1,2017-04-11,2017,101,15,OLI,True,27.59388796,0.02,T1
LC08_L1TP_011010_20170404_20200904_02_T1,2017-04-04,2017,94,15,OLI,True,24.96901215,0.0,T1
LC08_L1TP_013010_20170402_20200904_02_T1,2017-04-02,2017,92,15,OLI,True,24.20540128,0.02,T1
LC08_L1TP_010011_20170328_20200904_02_T1,2017-03-28,2017,87,15,OLI,True,23.50861361,4.35,T1
LC08_L1TP_010010_20170328_20200904_02_T1,2017-03-28,2017,87,15,OLI,True,22.25780119,18.21,T1
LC08_L1TP_012010_20170326_20200904_02_T1,2017-03-26,2017,85,15,OLI,True,21.47569107,0.01,T1
LC08_L1GT_011010_20170319_20200904_02_T2,2017-03-19,2017,78,15,OLI,True,18.70380042,100.0,T2
LC08_L1TP_013010_20170317_20200904_02_T1,2017-03-17,2017,76,15,OLI,True,17.91299994,0.07,T1
LC08_L1TP_010011_20170312_20200904_02_T1,2017-03-12,2017,71,15,OLI,True,17.16468727,37.28,T1
LC08_L1TP_010010_20170312_20200904_02_T1,2017-03-12,2017,71,15,OLI,True,15.92571565,20.3,T1
LC08_L1TP_012010_20170310_20200904_02_T1,2017-03-10,2017,69,15,OLI,True,15.13977467,0.23,T1
LC08_L1TP_011010_20170303_20200905_02_T1,2017-03-03,2017,62,15,OLI,True,12.40551801,39.47,T1
LC08_L1TP_013010_20170301_20200905_02_T1,2017-03-01,2017,60,15,OLI,True,11.64057422,8.12,T1
LC08_L1TP_010011_20170224_20200905_02_T1,2017-02-24,2017,55,15,OLI,True,10.97958213,5.64,T1
LC08_L1TP_010010_20170224_20200905_02_T1,2017-02-24,2017,55,15,OLI,True,9.74915419,39.97,T1
LC08_L1TP_012010_20170222_20200905_02_T1,2017-02-22,2017,53,15,OLI,True,9.01320013,8.93,T1
LC08_L1TP_011010_20170215_20200905_02_T1,2017-02-15,2017,46,15,OLI,True,6.51466558,40.11,T1
LE07_L1GT_081234_20180628_20200829_02_T2,2018-06-28,2018,179,23,ETM+,True,10.9131527,0.0,T2
LC08_L1TP_082234_20180627_20200831_02_T1,2018-06-27,2018,178,23,OLI,True,11.00287076,0.1,T1
LC08_L1TP_011010_20180626_20200831_02_T1,2018-06-26,2018,177,15,OLI,True,42.38475591,36.62,T1
LC08_L1GT_084234_20180626_20200831_02_T2,2018-06-26,2018,177,0,OLI,True,11.05270603,98.35,T2
LC08_L1TP_084233_20180626_20200831_02_T2,2018-06-26,2018,177,0,OLI,True,9.71241269,75.0,T2
LC08_L1TP_013010_20180624_20200831_02_T1,2018-06-24,2018,175,15,OLI,True,42.44498224,76.41,T1
LC08_L1TP_081234_20180620_20200831_02_T2,2018-06-20,2018,171,23,OLI,True,11.05907302,40.77,T2
LC08_L1TP_010011_20180619_20200831_02_T1,2018-06-19,2018,170,15,OLI,True,43.72878083,40.26,T1
LC08_L1TP_010010_20180619_20200831_02_T1,2018-06-19,2018,170,15,OLI,True,42.47500154,45.83,T1
LC08_L1TP_083234_20180619_20200831_02_T1,2018-06-19,2018,170,0,OLI,True,11.01488209,95.47,T1
LC08_L1TP_012010_20180617_20200831_02_T1,2018-06-17,2018,168,15,OLI,True,42.43859345,58.85,T1
LC08_L1TP_014010_20180615_20200831_02_T1,2018-06-15,2018,166,15,OLI,True,42.37482092,67.62,T1
LC08_L1TP_082234_20180611_20200831_02_T1,2018-06-11,2018,162,23,OLI,True,10.65452955,0.05,T1
LC08_L1TP_011010_20180610_20200831_02_T1,2018-06-10,2018,161,15,OLI,True,42.09420649,1.6,T1
LC08_L1GT_084234_20180610_20200831_02_T2,2018-06-10,2018,161,0,OLI,True,10.49398714,33.26,T2
LC08_L1TP_084233_20180610_20200831_02_T1,2018-06-10,2018,161,0,OLI,True,9.14772421,19.19,T1
