import time: self [us] | cumulative | imported package
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torchvision/models/__init__.py", line 2, in <module>
    from .convnext import *
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torchvision/models/convnext.py", line 8, in <module>
    from ..ops.misc import Conv2dNormActivation, Permute
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torchvision/ops/__init__.py", line 23, in <module>
    from .poolers import MultiScaleRoIAlign
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torchvision/ops/poolers.py", line 10, in <module>
    from .roi_align import roi_align
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torchvision/ops/roi_align.py", line 7, in <module>
    from torch._dynamo.utils import is_compile_supported
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/_dynamo/__init__.py", line 13, in <module>
    from . import config, convert_frame, eval_frame, resume_execution
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/_dynamo/convert_frame.py", line 52, in <module>
    from torch._dynamo.symbolic_convert import TensorifyState
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py", line 52, in <module>
    from torch._dynamo.exc import TensorifyScalarRestartAnalysis
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/_dynamo/exc.py", line 41, in <module>
    from .utils import counters
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/_dynamo/utils.py", line 69, in <module>
    import torch.fx.experimental.symbolic_shapes
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py", line 67, in <module>
    from torch.utils._sympy.functions import (
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/torch/utils/_sympy/functions.py", line 9, in <module>
    import sympy
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/__init__.py", line 74, in <module>
    from .polys import (Poly, PurePoly, poly_from_expr, parallel_poly_from_expr,
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/polys/__init__.py", line 79, in <module>
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/polys/polyfuncs.py", line 10, in <module>
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/polys/specialpolys.py", line 298, in <module>
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/polys/rings.py", line 30, in <module>
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/printing/__init__.py", line 11, in <module>
    from .pycode import pycode
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/printing/pycode.py", line 11, in <module>
    from .codeprinter import CodePrinter
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/printing/codeprinter.py", line 13, in <module>
    from sympy.functions.elementary.complexes import re
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/functions/__init__.py", line 39, in <module>
    from sympy.functions.special.bsplines import bspline_basis, bspline_basis_set, interpolating_spline
  File "/Users/lukaskreibig/Documents/Dokumente Cloud/climate-dashboard/.venv/lib/python3.10/site-packages/sympy/functions/special/bsplines.py", line 5, in <module>
    from sympy.sets.sets import Interval
  File "<frozen importlib._bootstrap>", line 1027, in _find_and_load
  File "<frozen importlib._bootstrap>", line 1006, in _find_and_load_unlocked
  File "<frozen importlib._bootstrap>", line 688, in _load_unlocked
  File "<frozen importlib._bootstrap_external>", line 879, in exec_module
  File "<frozen importlib._bootstrap_external>", line 975, in get_code
  File "<frozen importlib._bootstrap_external>", line 1074, in get_data
KeyboardInterrupt
